_returnType, addr, addrRoad, cameraNum, dataDay, gubun, gugun, idx, instt, lat, lng, numOfRows, pageNo, phone, photoInfo, pixel, resultCode, resultMsg, serviceKey, setDay, storeDays, totalCount
"xml","부산광역시 사하구 하신중앙로 236-1(하단1동)","부산광역시 사하구 하단1동 870-312","1","2018-08-16","재난재해","사하구","5263","부산광역시 사하구청","35.0992097","128.9612144","10","1","051-220-4561","360도전방향","200","","","","2018-06","30",""
"xml","부산광역시 사하구 낙동남로 1361(하단1동)","부산광역시 사하구 하단1동 870-89","1","2018-08-16","재난재해","사하구","5264","부산광역시 사하구청","35.106406","128.9606059","10","1","051-220-4561","360도전방향","200","","","","2018-06","30",""
"xml","부산광역시 사하구 하신번영로 378(하단2동)","부산광역시 사하구 하단2동 474","2","2018-08-16","시설물관리","사하구","5265","부산광역시 사하구청","35.11474","128.96104","10","1","051-220-4671","승강기문","200","","","","2018-12","30",""
"xml","부산광역시 사하구 하단동 1181-25","부산광역시 사하구 하신번영로 186(하단1동)","1","2018-08-16","생활방범","사하구","5266","부산광역시 사하구청","35.0997961","128.9601046","10","1","051-220-4341","360도전방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 하단동 1181-2","부산광역시 사하구 하신번영로 206(하단1동)","1","2018-08-16","생활방범","사하구","5267","부산광역시 사하구청","35.0998733","128.9591566","10","1","051-220-4341","360도전방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 하단1동 1180-10","부산광역시 사하구 하신번영로 209(하단1동)","1","2018-08-16","생활방범","사하구","5268","부산광역시 사하구청","35.0999281","128.9583108","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 하단1동 1172","부산광역시 사하구 하신번영로 243(하단1동)","2","2018-08-16","생활방범","사하구","5269","부산광역시 사하구청","35.1032684","128.9567581","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 하단2동 1217-1","부산광역시 사하구 하신번영로 434-6(하단2동)","1","2018-08-16","생활방범","사하구","5270","부산광역시 사하구청","35.119708","128.962657","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 신평2동 665","부산광역시 사하구 하신번영로_179(신평2동)","1","2018-08-16","생활방범","사하구","5271","부산광역시 사하구청","35.098526","128.960334","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 신평2동 630-1","부산광역시 사하구 하신번영로157번길 17(신평2동)","1","2018-08-16","쓰레기단속","사하구","5272","부산광역시 사하구청","35.0966021","128.9589114","10","1","051-220-4435","전주방면","200","","","","2018-02","30",""
"xml","부산광역시 사하구 신평2동 617-7","부산광역시 사하구 하신번영로161번길 36(신평2동)","1","2018-08-16","생활방범","사하구","5273","부산광역시 사하구청","35.0971703","128.9580238","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 신평2동 610-8","부산광역시 사하구 하신번영로167번길 54(신평2동)","1","2018-08-16","생활방범","사하구","5274","부산광역시 사하구청","35.0977081","128.9571549","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 신평2동 610-7","부산광역시 사하구 하신번영로169번길 53(신평2동)","1","2018-08-16","생활방범","사하구","5275","부산광역시 사하구청","35.0977907","128.9561643","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 신평2동 610-1","부산광역시 사하구 하신번영로169번길 69(신평2동)","1","2018-08-16","쓰레기단속","사하구","5276","부산광역시 사하구청","35.0980088","128.9561162","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 신평2동 602-8","부산광역시 사하구 하신번영로171번길 54(신평2동)","1","2018-08-16","쓰레기단속","사하구","5277","부산광역시 사하구청","35.0981751","128.9571872","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 신평2동 597-7","부산광역시 사하구 하신번영로173번길 20(신평2동)","1","2018-08-16","쓰레기단속","사하구","5278","부산광역시 사하구청","35.0982609","128.959122","10","1","051-220-4435","전주방면","200","","","","2018-02","30",""
"xml","부산광역시 사하구 장림2동 615-244","부산광역시 사하구 장림시장8길 201(장림2동)","1","2018-08-16","쓰레기단속","사하구","5205","부산광역시 사하구청","35.0792621","128.9701351","10","1","051-220-4435","전주방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 808-1","부산광역시 사하구 장림시장8길_14(장림1동)","1","2018-08-16","생활방범","사하구","5206","부산광역시 사하구청","35.080622","128.965285","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 640-110","부산광역시 사하구 장림시장9길 108(장림1동)","1","2018-08-16","생활방범","사하구","5207","부산광역시 사하구청","35.0797505","128.9675868","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 615-351","부산광역시 사하구 장림시장9길 166(장림2동)","1","2018-08-16","쓰레기단속","사하구","5208","부산광역시 사하구청","35.0792754","128.9688965","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 장림2동 615-458","부산광역시 사하구 장림시장9길 226(장림2동)","1","2018-08-16","쓰레기단속","사하구","5209","부산광역시 사하구청","35.0789558","128.9705576","10","1","051-220-4435","전주방면","200","","","","2018-02","30",""
"xml","부산광역시 사하구 장림1동 641-460","부산광역시 사하구 장림시장9길 77(장림1동)","1","2018-08-16","생활방범","사하구","5210","부산광역시 사하구청","35.080043","128.966655","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 615-1","부산광역시 사하구 장림시장9길_181(장림2동)","1","2018-08-16","생활방범","사하구","5211","부산광역시 사하구청","35.079272","128.969506","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 808-1","부산광역시 사하구 장림시장9길_58(장림1동)","1","2018-08-16","생활방범","사하구","5212","부산광역시 사하구청","35.08012","128.966002","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 586","부산광역시 사하구 장평로 107(장림2동)","1","2018-08-16","생활방범","사하구","5213","부산광역시 사하구청","35.0754188","128.9728648","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 장림2동 604-203","부산광역시 사하구 장평로 125(장림2동)","1","2018-08-16","생활방범","사하구","5214","부산광역시 사하구청","35.077233","128.9728229","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 608-12","부산광역시 사하구 장평로 133(장림2동)","1","2018-08-16","생활방범","사하구","5215","부산광역시 사하구청","35.0780465","128.9727751","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 신평1동 259-8","부산광역시 사하구 장평로 299(신평1동)","1","2018-08-16","교통단속","사하구","5216","부산광역시 사하구청","35.0928924","128.9730841","10","1","051-220-4561","360도전방향","200","","","","2018-05","30",""
"xml","부산광역시 사하구 신평1동 10-91","부산광역시 사하구 장평로 320(신평1동)","1","2018-08-16","생활방범","사하구","5217","부산광역시 사하구청","35.0935927","128.9751256","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 괴정4동 563-56","부산광역시 사하구 장평로 433 (괴정4동)","1","2018-08-16","생활방범","사하구","5218","부산광역시 사하구청","35.0970477","128.9861396","10","1","051-220-4341","360도전방면","200","","","","2018-02","30",""
"xml","부산광역시 사하구 괴정4동 553-1","부산광역시 사하구 장평로 449(괴정4동)","1","2018-08-16","교통단속","사하구","5219","부산광역시 사하구청","35.098216","128.9863619","10","1","051-220-4561","360도전방향","200","","","","2018-04","30",""
"xml","부산광역시 사하구 괴정4동 1206-29","부산광역시 사하구 장평로_393(괴정4동)","1","2018-08-16","생활방범","사하구","5220","부산광역시 사하구청","35.096726","128.981986","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 괴정1동 663","부산광역시 사하구 장평로_420(괴정1동)","1","2018-08-16","생활방범","사하구","5221","부산광역시 사하구청","35.096486","128.984931","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 615-480","부산광역시 사하구 장평로125번길 100(장림2동)","1","2018-08-16","생활방범","사하구","5222","부산광역시 사하구청","35.0786914","128.9710069","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 장림2동 산 82-1","부산광역시 사하구 장평로125번길_125(장림2동)","1","2018-08-16","생활방범","사하구","5223","부산광역시 사하구청","35.078661","128.96992","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 605-45","부산광역시 사하구 장평로133번길 31(장림2동)","1","2018-08-16","생활방범","사하구","5224","부산광역시 사하구청","35.0777465","128.9713912","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 625-21","부산광역시 사하구 장평로133번길_34(장림2동)","1","2018-08-16","생활방범","사하구","5225","부산광역시 사하구청","35.07799","128.971234","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 608-52","부산광역시 사하구 장평로135번길_21(장림2동)","1","2018-08-16","생활방범","사하구","5226","부산광역시 사하구청","35.078774","128.972097","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 348-35","부산광역시 사하구 장평로145번길 9(장림2동)","1","2018-08-16","생활방범","사하구","5227","부산광역시 사하구청","35.0792356","128.9724711","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 338-10","부산광역시 사하구 장평로146번길 15(장림2동)","1","2018-08-16","생활방범","사하구","5228","부산광역시 사하구청","35.0785315","128.9744485","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 727-71","부산광역시 사하구 장평로189번길15(장림1동)","1","2018-08-16","생활방범","사하구","5229","부산광역시 사하구청","35.083033","128.971584","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 장림1동 163-46","부산광역시 사하구 장평로195번길 47(장림1동)","1","2018-08-16","쓰레기단속","사하구","5230","부산광역시 사하구청","35.0844313","128.9701602","10","1","051-220-4435","전주방면","200","","","","2018-10","30",""
"xml","부산광역시 사하구 신평1동 286-18","부산광역시 사하구 장평로229번길 13(신평1동)","1","2018-08-16","생활방범","사하구","5231","부산광역시 사하구청","35.092985","128.972337","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 신평1동 84-85","부산광역시 사하구 장평로278번길 20(신평1동)","1","2018-08-16","쓰레기단속","사하구","5232","부산광역시 사하구청","35.0911453","128.9737608","10","1","051-220-4435","전주방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 신평1동 152","부산광역시 사하구 장평로278번길 55(신평1동)","1","2018-08-16","생활방범","사하구","5233","부산광역시 사하구청","35.091379","128.974911","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 신평1동 158-2","부산광역시 사하구 장평로292번길 3-10(신평1동)","1","2018-08-16","쓰레기단속","사하구","5234","부산광역시 사하구청","35.0925901","128.9736767","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 신평1동 174-12","부산광역시 사하구 장평로299번안길 36(신평1동)","4","2018-08-16","생활방범","사하구","5235","부산광역시 사하구청","35.094484","128.972137","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 신평1동 135-9","부산광역시 사하구 장평로306(신평1동)","1","2018-08-16","생활방범","사하구","5236","부산광역시 사하구청","35.0931589","128.9737331","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 신평1동 11-125","부산광역시 사하구 장평로326번길 13(신평1동)","1","2018-08-16","생활방범","사하구","5237","부산광역시 사하구청","35.093799","128.9757961","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 신평1동 11-89","부산광역시 사하구 장평로326번길 5(신평1동)","1","2018-08-16","생활방범","사하구","5238","부산광역시 사하구청","35.0935971","128.9758551","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 괴정4동 1208","부산광역시 사하구 장평로359번길 60(괴정4동)","1","2018-08-16","생활방범","사하구","5239","부산광역시 사하구청","35.0982352","128.9811566","10","1","051-220-4341","360도전방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 장림2동 532","부산광역시 사하구 장평로41번길 19(장림2동)","1","2018-08-16","생활방범","사하구","5240","부산광역시 사하구청","35.069549","128.971771","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 괴정1동 542-28","부산광역시 사하구 장평로420번길 19(괴정1동)","1","2018-08-16","생활방범","사하구","5241","부산광역시 사하구청","35.095548","128.985242","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 다대1동 962","부산광역시 사하구 윤공단로_14번길_68(다대1동)","1","2018-08-16","생활방범","사하구","5168","부산광역시 사하구청","35.057275","128.969874","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 다대1동 927-20","부산광역시 사하구 윤공단로132번길 24(다대1동)","1","2018-08-16","쓰레기단속","사하구","5169","부산광역시 사하구청","35.060893","128.9738024","10","1","051-220-4435","전주방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 다대1동 929","부산광역시 사하구 윤공단로14번길 130(다대1동)","1","2018-08-16","생활방범","사하구","5170","부산광역시 사하구청","35.060564","128.971596","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 다대1동 656-1","부산광역시 사하구 윤공단로17번길 3-3(다대1동)","1","2018-08-16","생활방범","사하구","5171","부산광역시 사하구청","35.0543403","128.96882","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 다대1동 956-1","부산광역시 사하구 윤공단로18번길 30(다대1동)","1","2018-08-16","생활방범","사하구","5172","부산광역시 사하구청","35.056343","128.968892","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 다대1동 954-35","부산광역시 사하구 윤공단로22번길 31(다대1동)","1","2018-08-16","쓰레기단속","사하구","5173","부산광역시 사하구청","35.056479","128.9684545","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 다대1동 936-11","부산광역시 사하구 윤공단로62번길 49(다대1동)","1","2018-08-16","생활방범","사하구","5174","부산광역시 사하구청","35.058963","128.969899","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 다대1동 1030-3","부산광역시 사하구 윤공단로75번길 22(다대1동)","1","2018-08-16","쓰레기단속","사하구","5175","부산광역시 사하구청","35.0586147","128.9673496","10","1","051-220-4435","전주방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 다대1동 1030","부산광역시 사하구 윤공단로75번길 28(다대1동)","1","2018-08-16","생활방범","사하구","5176","부산광역시 사하구청","35.0585481","128.9668885","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 구평동 17","부산광역시 사하구 을숙도대로709번길 29(구평동)","1","2018-08-16","생활방범","사하구","5177","부산광역시 사하구청","35.087137","128.984403","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 구평동 457-1","부산광역시 사하구 을숙도대로724번길 24(구평동)","1","2018-08-16","생활방범","사하구","5178","부산광역시 사하구청","35.0843211","128.9859742","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 구평동 454-16","부산광역시 사하구 을숙도대로747-1(구평동)","1","2018-08-16","생활방범","사하구","5179","부산광역시 사하구청","35.0861103","128.9869389","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 구평동 20-3","부산광역시 사하구 을숙도대로755번길 28(구평동)","1","2018-08-16","생활방범","사하구","5180","부산광역시 사하구청","35.0876121","128.9876045","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천1동 849-38","부산광역시 사하구 을숙도대로873번길_32(감천1동)","1","2018-08-16","생활방범","사하구","5181","부산광역시 사하구청","35.089888","128.99707","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 668","부산광역시 사하구 장림로 179(장림1동)","1","2018-08-16","쓰레기단속","사하구","5182","부산광역시 사하구청","35.0825975","128.9686892","10","1","051-220-4435","전주방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 1004-1","부산광역시 사하구 장림로_179(장림1동)","1","2018-08-16","생활방범","사하구","5183","부산광역시 사하구청","35.08247","128.969115","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 1137-2","부산광역시 사하구 장림로161번길 20(장림1동)","1","2018-08-16","생활방범","사하구","5184","부산광역시 사하구청","35.0836878","128.9675895","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 727-33","부산광역시 사하구 장림로181번길 40(장림1동)","1","2018-08-16","생활방범","사하구","5185","부산광역시 사하구청","35.0834881","128.9706583","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 727-61","부산광역시 사하구 장림로181번안길32(장림1동)","1","2018-08-16","생활방범","사하구","5186","부산광역시 사하구청","35.084022","128.969277","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 장림1동 321-37","부산광역시 사하구 장림로196번길 21 (장림1동)","1","2018-08-16","생활방범","사하구","5187","부산광역시 사하구청","35.0815032","128.9705649","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 341-12","부산광역시 사하구 장림번영로 102(장림2동)","1","2018-08-16","생활방범","사하구","5188","부산광역시 사하구청","35.0805592","128.9765947","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 장림2동 332-6","부산광역시 사하구 장림번영로 32(장림2동)","1","2018-08-16","생활방범","사하구","5189","부산광역시 사하구청","35.0806643","128.9687419","10","1","051-220-4341","360도전방면","200","","","","2018-04","30",""
"xml","부산광역시 사하구 장림2동 332-6","부산광역시 사하구 장림번영로 32(장림2동)","3","2018-08-16","교통단속","사하구","5190","부산광역시 사하구청","35.0805865","128.9688279","10","1","051-220-4561","360도전방향","200","","","","2018-02","30",""
"xml","부산광역시 사하구 장림2동 277-3","부산광역시 사하구 장림번영로104번길 63(장림2동)","1","2018-08-16","생활방범","사하구","5191","부산광역시 사하구청","35.077954","128.976165","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 859","부산광역시 사하구 장림번영로28번길 66(장림1동)","1","2018-08-16","생활방범","사하구","5192","부산광역시 사하구청","35.0776335","128.9673632","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림1동 325-36","부산광역시 사하구 장림번영로37번길 9(장림1동)","1","2018-08-16","생활방범","사하구","5193","부산광역시 사하구청","35.0811615","128.9693343","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 615-251","부산광역시 사하구 장림시장 8길 217(장림2동)","1","2018-08-16","생활방범","사하구","5194","부산광역시 사하구청","35.0791311","128.9706583","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 342","부산광역시 사하구 장림시장4길 133(장림2동)","1","2018-08-16","생활방범","사하구","5195","부산광역시 사하구청","35.0802931","128.9691322","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 641-220","부산광역시 사하구 장림시장4길 68(장림1동)","1","2018-08-16","생활방범","사하구","5196","부산광역시 사하구청","35.0808104","128.9669856","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 장림2동 349-21","부산광역시 사하구 장림시장5길 155(장림2동)","1","2018-08-16","생활방범","사하구","5197","부산광역시 사하구청","35.0799184","128.9691535","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림2동 349-12","부산광역시 사하구 장림시장5길 197(장림2동)","1","2018-08-16","생활방범","사하구","5198","부산광역시 사하구청","35.079484","128.970312","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림3동 348-16","부산광역시 사하구 장림시장5길 227(장림2동)","1","2018-08-16","쓰레기단속","사하구","5199","부산광역시 사하구청","35.0793581","128.9711576","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 장림2동 618-10","부산광역시 사하구 장림시장5길 260(장림2동)","1","2018-08-16","쓰레기단속","사하구","5200","부산광역시 사하구청","35.0787476","128.9716156","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 장림1동 641-301","부산광역시 사하구 장림시장5길 48(장림1동)","1","2018-08-16","생활방범","사하구","5201","부산광역시 사하구청","35.0807513","128.9663541","10","1","051-220-4341","360도전방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 장림1동 641-292","부산광역시 사하구 장림시장5길 66(장림1동)","1","2018-08-16","쓰레기단속","사하구","5202","부산광역시 사하구청","35.0806308","128.9668716","10","1","051-220-4435","전주방면","200","","","","2018-05","30",""
"xml","부산광역시 사하구 장림1동 641-312","부산광역시 사하구 장림시장6길 43(장림1동)","1","2018-08-16","쓰레기단속","사하구","5203","부산광역시 사하구청","35.0806974","128.9662008","10","1","051-220-4435","전주방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 장림1동 808-130","부산광역시 사하구 장림시장7길 2(장림1동)","1","2018-08-16","쓰레기단속","사하구","5204","부산광역시 사하구청","35.0809513","128.9649133","10","1","051-220-4435","전주방면","200","","","","2018-02","30",""
"xml","부산광역시 사하구 감천2동 12-201","부산광역시 사하구 옥천로 93-1(감천2동)","1","2018-08-16","쓰레기단속","사하구","5131","부산광역시 사하구청","35.0945847","129.0102864","10","1","051-220-4435","전주방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천2동 551-9","부산광역시 사하구 옥천로_31-8(감천2동)","1","2018-08-16","생활방범","사하구","5132","부산광역시 사하구청","35.090728","129.005949","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 12-276","부산광역시 사하구 옥천로101번길 10(감천2동)","2","2018-08-16","생활방범","사하구","5133","부산광역시 사하구청","35.106854","128.999725","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천2동 산99-31","부산광역시 사하구 옥천로24번길 49(감천2동)","1","2018-08-16","생활방범","사하구","5134","부산광역시 사하구청","35.089867","129.007783","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 20-108","부산광역시 사하구 옥천로24번길_33(감천2동)","1","2018-08-16","생활방범","사하구","5135","부산광역시 사하구청","35.089746","129.006772","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 26-9","부산광역시 사하구 옥천로54번길_39(감천2동)","1","2018-08-16","생활방범","사하구","5136","부산광역시 사하구청","35.090189","129.008635","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 13-1067","부산광역시 사하구 옥천로60번길 35(감천2동)","1","2018-08-16","생활방범","사하구","5137","부산광역시 사하구청","35.105599","129.000009","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천2동 13-19","부산광역시 사하구 옥천로70번길 35(감천2동)","1","2018-08-16","생활방범","사하구","5138","부산광역시 사하구청","35.092559","129.009917","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천동 13-1421","부산광역시 사하구 옥천로70번길 51-1(감천1동)","1","2018-08-16","생활방범","사하구","5139","부산광역시 사하구청","35.092855","129.010137","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 13-19","부산광역시 사하구 옥천로70번길 59-2(감천2동)","1","2018-08-16","생활방범","사하구","5140","부산광역시 사하구청","35.092666","129.0104285","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천2동 13-1440","부산광역시 사하구 옥천로70번길 89(감천2동)","1","2018-08-16","쓰레기단속","사하구","5141","부산광역시 사하구청","35.0924704","129.0110764","10","1","051-220-4435","전주방면","200","","","","2018-06","30",""
"xml","부산광역시 사하구 감천2동 13-1499","부산광역시 사하구 옥천로70번길_23(감천2동)","1","2018-08-16","생활방범","사하구","5142","부산광역시 사하구청","35.09262","129.009525","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 13-1277","부산광역시 사하구 옥천로70번길_92(감천2동)","1","2018-08-16","생활방범","사하구","5143","부산광역시 사하구청","35.092444","129.011088","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천2동 12-121","부산광역시 사하구 옥천로75번길 14(감천2동)","1","2018-08-16","생활방범","사하구","5144","부산광역시 사하구청","35.0940227","129.0091674","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천2동 16-787","부산광역시 사하구 옥천로75번길 3(감천2동)","1","2018-08-16","교통단속","사하구","5145","부산광역시 사하구청","35.0934095","129.0091918","10","1","051-220-4561","360도전방향","200","","","","2018-07","30",""
"xml","부산광역시 사하구 감천2동 13-745","부산광역시 사하구 옥천로76번길 41(감천2동)","1","2018-08-16","생활방범","사하구","5146","부산광역시 사하구청","35.093123","129.010308","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천1동 344-15","부산광역시 사하구 원양로 322(감천1동)","3","2018-08-16","생활방범","사하구","5147","부산광역시 사하구청","35.0787053","129.0057671","10","1","051-220-4341","360도전방면","200","","","","2018-09","30",""
"xml","부산광역시 사하구 감천1동 90-12","부산광역시 사하구 원양로 384(감천1동)","3","2018-08-16","생활방범","사하구","5148","부산광역시 사하구청","35.0846316","129.0058744","10","1","051-220-4341","360도전방면","200","","","","2018-09","30",""
"xml","부산광역시 사하구 감천1동 404-5","부산광역시 사하구 원양로 409(감천1동)","1","2018-08-16","생활방범","사하구","5149","부산광역시 사하구청","35.0867913","129.0049236","10","1","051-220-4341","360도전방면","200","","","","2018-08","30",""
"xml","부산광역시 사하구 감천1동 387-6","부산광역시 사하구 원양로356번길 1(감천1동)","1","2018-08-16","생활방범","사하구","5150","부산광역시 사하구청","35.082469","129.006489","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천1동 316-8","부산광역시 사하구 원양로356번길 107(감천1동)","1","2018-08-16","생활방범","사하구","5151","부산광역시 사하구청","35.080653","129.010261","10","1","051-220-4341","360도전방면","200","","","","2018-11","30",""
"xml","부산광역시 사하구 감천1동 237","부산광역시 사하구 원양로356번길 20(감천1동)","1","2018-08-16","쓰레기단속","사하구","5152","부산광역시 사하구청","35.0817541","129.0068588","10","1","051-220-4435","전주방면","200","","","","2018-12","30",""
"xml","부산광역시 사하구 감천1동 326-26","부산광역시 사하구 원양로356번길 71(감천1동)","1","2018-08-16","생활방범","사하구","5153","부산광역시 사하구청","35.0805923","129.008392","10","1","051-220-4341","360도전방면","200","","","","2018-12","30",""
